epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_aux,train/loss_ce,train/loss_ce_aux,train/loss_giou,train/loss_giou_aux,train/loss_mask_ce,train/loss_mask_ce_aux,train/loss_mask_dice,train/loss_mask_dice_aux,train/lr,train/lr_max,train/lr_min,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAP_75,val/ema_mAR,val/ema_segm_mAP_50,val/ema_segm_mAP_50_95,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall,val/segm_mAP_50,val/segm_mAP_50_95
2,512,,,,,,,,,,,,,,,,,,,,,0.9388715028762817,0.9774897694587708,0.8823128342628479,0.9683988690376282,0.9565008282661438,0.9774897694587708,0.9280548095703125,0.9774897694587708,0.8823128342628479,0.9683988690376282,0.9565008282661438,0.9173047542572021,0.961476743221283,0.9774897694587708,0.9280548095703125
2,512,28.057504653930664,15.371344566345215,25.584470748901367,27.782001495361328,13.860299110412598,0.02171996422111988,9.108626365661621,0.05698852241039276,0.24605974555015564,0.5811898112297058,3.1848866939544678,0.12653958797454834,0.5568835735321045,0.042584504932165146,0.20406204462051392,0.04160193353891373,0.20384439826011658,,,,,,,,,,,,,,,,,,
3,549,,,,,,,,,,,,,,,,,,0.00019975406758021563,0.00019975406758021563,2.1523928239730594e-07,,,,,,,,,,,,,,,
3,599,,,,,,,,,,,,,,,,,,0.0001996847422560677,0.0001996847422560677,2.1516457593406813e-07,,,,,,,,,,,,,,,
3,649,,,,,,,,,,,,,,,,,,0.00019960683130193502,0.00019960683130193502,2.1508063241526543e-07,,,,,,,,,,,,,,,
3,683,,,,,,,,,,,,,,,,,,,,,0.948113203048706,0.9821721315383911,0.9036462903022766,0.9730457067489624,0.9473515152931213,0.9821721315383911,0.9343432784080505,0.9821721315383911,0.9036462903022766,0.9730457067489624,0.9473515152931213,0.929121732711792,0.9678972959518433,0.9821721315383911,0.9343432784080505
3,683,28.389537811279297,17.671215057373047,27.237491607666016,28.373619079589844,18.433073043823242,0.025511668995022774,8.630895614624023,0.055590495467185974,0.24356089532375336,0.5421987771987915,2.9597651958465576,0.12353377789258957,0.5478162169456482,0.04073995351791382,0.18737120926380157,0.04048977792263031,0.1894943118095398,,,,,,,,,,,,,,,,,,
4,699,,,,,,,,,,,,,,,,,,0.00019952034926973283,0.00019952034926973283,2.1498743763004313e-07,,,,,,,,,,,,,,,
4,749,,,,,,,,,,,,,,,,,,0.00019942529615946114,0.00019942529615946114,2.1488502000011067e-07,,,,,,,,,,,,,,,
4,799,,,,,,,,,,,,,,,,,,0.00019932168652303517,0.00019932168652303517,2.1477337952546804e-07,,,,,,,,,,,,,,,
4,849,,,,,,,,,,,,,,,,,,0.00019920952036045492,0.00019920952036045492,2.1465251620611525e-07,,,,,,,,,,,,,,,
4,854,,,,,,,,,,,,,,,,,,,,,0.9454545378684998,0.9839435815811157,0.9103870987892151,0.9753331542015076,0.9467094540596008,0.9838486313819885,0.9409151673316956,0.9839435815811157,0.9103870987892151,0.9753331542015076,0.9467094540596008,0.9314641952514648,0.9598715901374817,0.9838486313819885,0.9409151673316956
4,854,28.62085723876953,20.156919479370117,27.526639938354492,28.504222869873047,22.006498336791992,0.008274785242974758,8.3330717086792,0.05334658920764923,0.2439180165529251,0.5338236093521118,2.792264461517334,0.11959634721279144,0.5467227697372437,0.03847893700003624,0.17939673364162445,0.03857199847698212,0.18115676939487457,,,,,,,,,,,,,,,,,,
5,899,,,,,,,,,,,,,,,,,,0.00019908881222363561,0.00019908881222363561,2.1452245846376172e-07,,,,,,,,,,,,,,,
5,949,,,,,,,,,,,,,,,,,,0.0001989595766644925,0.0001989595766644925,2.1438319208755274e-07,,,,,,,,,,,,,,,
5,999,,,,,,,,,,,,,,,,,,0.00019882181368302554,0.00019882181368302554,2.1423475971005246e-07,,,,,,,,,,,,,,,
5,1025,,,,,,,,,,,,,,,,,,,,,0.9498806595802307,0.9868068695068359,0.9141108393669128,0.9796398878097534,0.9483146071434021,0.9866235852241516,0.9450756907463074,0.9868068695068359,0.9141108393669128,0.9796398878097534,0.9483146071434021,0.9416403770446777,0.9582664370536804,0.9866235852241516,0.9450756907463074
5,1025,28.93144989013672,20.808317184448242,27.995450973510742,28.894411087036133,23.105588912963867,0.009432891383767128,8.037177085876465,0.05197038874030113,0.2378678321838379,0.5076746344566345,2.6894781589508057,0.11690909415483475,0.5321177244186401,0.03677456080913544,0.17018701136112213,0.0374731682240963,0.17412105202674866,,,,,,,,,,,,,,,,,,
6,1049,,,,,,,,,,,,,,,,,,0.00019867555238306522,0.00019867555238306522,2.1407716133126087e-07,,,,,,,,,,,,,,,
6,1099,,,,,,,,,,,,,,,,,,0.00019852079276461154,0.00019852079276461154,2.1391039695117797e-07,,,,,,,,,,,,,,,
6,1149,,,,,,,,,,,,,,,,,,0.00019835754937957972,0.00019835754937957972,2.1373450920236792e-07,,,,,,,,,,,,,,,
6,1196,,,,,,,,,,,,,,,,,,,,,0.9515625238418579,0.9875501394271851,0.9193748235702515,0.9813980460166931,0.9520063996315002,0.9875501394271851,0.9483135342597961,0.9875501394271851,0.9193748235702515,0.9813980460166931,0.9520063996315002,0.9269406199455261,0.9775280952453613,0.9875501394271851,0.9483135342597961
6,1196,28.8099422454834,19.708251953125,27.744314193725586,28.776477813720703,23.755685806274414,0.0011518452083691955,7.966691970825195,0.050267741084098816,0.23600776493549347,0.504205584526062,2.7097482681274414,0.11450288444757462,0.5342699289321899,0.035696547478437424,0.16502685844898224,0.03649561479687691,0.16754481196403503,,,,,,,,,,,,,,,,,,
7,1199,,,,,,,,,,,,,,,,,,0.000198185836779885,0.000198185836779885,2.13549483873976e-07,,,,,,,,,,,,,,,
7,1249,,,,,,,,,,,,,,,,,,0.00019800566951744258,0.00019800566951744258,2.133553493877116e-07,,,,,,,,,,,,,,,
7,1299,,,,,,,,,,,,,,,,,,0.00019781707669608295,0.00019781707669608295,2.1315213416528422e-07,,,,,,,,,,,,,,,
7,1349,,,,,,,,,,,,,,,,,,0.0001976200583158061,0.0001976200583158061,2.1293983820669382e-07,,,,,,,,,,,,,,,
7,1367,,,,,,,,,,,,,,,,,,,,,0.9565903544425964,0.9879799485206604,0.9272356033325195,0.9837906956672668,0.9584269523620605,0.9879799485206604,0.9480955004692078,0.9879799485206604,0.9272356033325195,0.9837906956672668,0.9584269523620605,0.9409937858581543,0.9727126955986023,0.9879799485206604,0.9480955004692078
7,1367,28.772905349731445,21.487329483032227,27.822612762451172,28.624755859375,24.62215805053711,0.016819007694721222,7.857096195220947,0.04889664053916931,0.2328382283449173,0.4950612187385559,2.6454923152923584,0.11142683774232864,0.5221679210662842,0.0354977510869503,0.1668187975883484,0.03638552129268646,0.1694331169128418,,,,,,,,,,,,,,,,,,
8,1399,,,,,,,,,,,,,,,,,,0.00019741462892852724,0.00019741462892852724,2.1271847572279512e-07,,,,,,,,,,,,,,,
8,1449,,,,,,,,,,,,,,,,,,0.00019720081763807684,0.00019720081763807684,2.1248808934615226e-07,,,,,,,,,,,,,,,
8,1499,,,,,,,,,,,,,,,,,,0.0001969786244444549,0.0001969786244444549,2.1224869328761997e-07,,,,,,,,,,,,,,,
8,1538,,,,,,,,,,,,,,,,,,,,,0.9580364227294922,0.9886207580566406,0.9300102591514587,0.9878005385398865,0.9574638605117798,0.9886207580566406,0.9501045942306519,0.9886207580566406,0.9300102591514587,0.9878005385398865,0.9574638605117798,0.9453125,0.971107542514801,0.9886207580566406,0.9501045942306519
8,1538,28.8570499420166,22.318387985229492,28.116310119628906,28.790773391723633,24.51689338684082,-1.3236181075626519e-06,7.831818580627441,0.05003334581851959,0.23886550962924957,0.48828771710395813,2.563394784927368,0.11629179120063782,0.543999195098877,0.035071443766355515,0.162509024143219,0.03677525371313095,0.16865624487400055,,,,,,,,,,,,,,,,,,
9,1549,,,,,,,,,,,,,,,,,,0.00019674809300340712,0.00019674809300340712,2.1200028754719824e-07,,,,,,,,,,,,,,,
9,1599,,,,,,,,,,,,,,,,,,0.0001965092378668487,0.0001965092378668487,2.117429005465965e-07,,,,,,,,,,,,,,,
9,1649,,,,,,,,,,,,,,,,,,0.00019626205903477967,0.00019626205903477967,2.114765749183789e-07,,,,,,,,,,,,,,,
9,1699,,,,,,,,,,,,,,,,,,0.00019600661471486092,0.00019600661471486092,2.1120131066254544e-07,,,,,,,,,,,,,,,
9,1709,,,,,,,,,,,,,,,,,,,,,0.9599371552467346,0.9893671870231628,0.9372425079345703,0.9887896776199341,0.9598715901374817,0.9893671870231628,0.9513861536979675,0.9893671870231628,0.9372425079345703,0.9887896776199341,0.9598715901374817,0.9399999976158142,0.9807383418083191,0.9893671870231628,0.9513861536979675
9,1709,28.830734252929688,22.646198272705078,27.911630630493164,28.85087776184082,25.30539321899414,0.0046842400915920734,7.489396095275879,0.047149792313575745,0.22413410246372223,0.47266510128974915,2.4796290397644043,0.10901939868927002,0.5092542171478271,0.03440680354833603,0.15688291192054749,0.035501305013895035,0.1620357632637024,,,,,,,,,,,,,,,,,,
10,1749,,,,,,,,,,,,,,,,,,0.00019574289035517722,0.00019574289035517722,2.1091715041166026e-07,,,,,,,,,,,,,,,
10,1799,,,,,,,,,,,,,,,,,,0.00019547091505955905,0.00019547091505955905,2.1062409416572336e-07,,,,,,,,,,,,,,,
10,1849,,,,,,,,,,,,,,,,,,0.00019519073248375207,0.00019519073248375207,2.103221845572989e-07,,,,,,,,,,,,,,,
10,1880,,,,,,,,,,,,,,,,,,,,,0.9648711681365967,0.9906176328659058,0.9403223991394043,0.9901320338249207,0.9626003503799438,0.9906176328659058,0.9532480239868164,0.9906176328659058,0.9403223991394043,0.9901320338249207,0.9626003503799438,0.9392096996307373,0.9919742941856384,0.9906176328659058,0.9532480239868164
10,1880,29.06172752380371,23.435022354125977,28.460039138793945,28.887264251708984,24.915205001831055,-1.5615719348716084e-06,7.415177822113037,0.046988509595394135,0.22587984800338745,0.46847471594810486,2.4584572315216064,0.10692740976810455,0.5073544383049011,0.03361610695719719,0.15242443978786469,0.034896478056907654,0.1581314355134964,,,,,,,,,,,,,,,,,,
11,1899,,,,,,,,,,,,,,,,,,0.00019490235717967153,0.00019490235717967153,2.100114500080963e-07,,,,,,,,,,,,,,,
11,1949,,,,,,,,,,,,,,,,,,0.00019460580369923264,0.00019460580369923264,2.0969191893982497e-07,,,,,,,,,,,,,,,
11,1999,,,,,,,,,,,,,,,,,,0.00019430110114626586,0.00019430110114626586,2.0936359135248495e-07,,,,,,,,,,,,,,,
11,2049,,,,,,,,,,,,,,,,,,0.0001939882931765169,0.0001939882931765169,2.0902653830034978e-07,,,,,,,,,,,,,,,
11,2051,,,,,,,,,,,,,,,,,,,,,0.9668769836425781,0.9921332001686096,0.940855860710144,0.9918370246887207,0.9624398350715637,0.9921332001686096,0.956452488899231,0.9921332001686096,0.940855860710144,0.9918370246887207,0.9624398350715637,0.9503875970840454,0.9839486479759216,0.9921332001686096,0.956452488899231
11,2051,29.32358741760254,24.72254753112793,28.627031326293945,29.382715225219727,26.239116668701172,0.0024975782725960016,7.170871257781982,0.04583042114973068,0.21890078485012054,0.44408854842185974,2.351985216140747,0.10425326228141785,0.49153146147727966,0.03299981355667114,0.15088114142417908,0.03417281061410904,0.15386013686656952,,,,,,,,,,,,,,,,,,
12,2099,,,,,,,,,,,,,,,,,,0.00019366737978998572,0.00019366737978998572,2.0868074557256477e-07,,,,,,,,,,,,,,,
12,2149,,,,,,,,,,,,,,,,,,0.00019333840464241803,0.00019333840464241803,2.0832627001254878e-07,,,,,,,,,,,,,,,
12,2199,,,,,,,,,,,,,,,,,,0.00019300139683764428,0.00019300139683764428,2.0796314004201122e-07,,,,,,,,,,,,,,,
12,2222,,,,,,,,,,,,,,,,,,,,,0.9723756909370422,0.9932291507720947,0.9435457587242126,0.9929469227790833,0.965008020401001,0.9932291507720947,0.9566212892532349,0.9932291507720947,0.9435457587242126,0.9929469227790833,0.965008020401001,0.95652174949646,0.9887640476226807,0.9932291507720947,0.9566212892532349
12,2222,29.20142936706543,24.806692123413086,28.698505401611328,29.15334701538086,26.592592239379883,-1.4277229638537392e-06,6.973006725311279,0.045415010303258896,0.2133418619632721,0.42646390199661255,2.271649122238159,0.10310453921556473,0.48121315240859985,0.032858844846487045,0.1459835171699524,0.033474717289209366,0.15017719566822052,,,,,,,,,,,,,,,,,,
13,2249,,,,,,,,,,,,,,,,,,0.00019265638547949493,0.00019265638547949493,2.0759138408266153e-07,,,,,,,,,,,,,,,
13,2299,,,,,,,,,,,,,,,,,,0.00019230339967180043,0.00019230339967180043,2.0721103055620915e-07,,,,,,,,,,,,,,,
13,2349,,,,,,,,,,,,,,,,,,0.00019194245396647602,0.00019194245396647602,2.068221078843635e-07,,,,,,,,,,,,,,,
13,2393,,,,,,,,,,,,,,,,,,,,,0.9692186117172241,0.9933234453201294,0.945812463760376,0.9930479526519775,0.9666131734848022,0.9933234453201294,0.9567570090293884,0.9933234453201294,0.945812463760376,0.9930479526519775,0.9666131734848022,0.9534161686897278,0.9855538010597229,0.9933234453201294,0.9567570090293884
13,2393,29.201753616333008,24.90578269958496,28.870044708251953,29.155620574951172,26.712800979614258,-1.4723392496307497e-06,6.831328392028809,0.042926304042339325,0.2059827297925949,0.4192936420440674,2.238187074661255,0.09845252335071564,0.4645085632801056,0.03276410326361656,0.1458427757024765,0.03351074829697609,0.14855825901031494,,,,,,,,,,,,,,,,,,
14,2399,,,,,,,,,,,,,,,,,,0.0001915736065711826,0.0001915736065711826,2.0642465869968873e-07,,,,,,,,,,,,,,,
14,2449,,,,,,,,,,,,,,,,,,0.00019119687203783542,0.00019119687203783542,2.0601871142389427e-07,,,,,,,,,,,,,,,
14,2499,,,,,,,,,,,,,,,,,,0.0001908122794702649,0.0001908122794702649,2.0560430868954427e-07,,,,,,,,,,,,,,,
14,2549,,,,,,,,,,,,,,,,,,0.00019041987252421677,0.00019041987252421677,2.0518147891834815e-07,,,,,,,,,,,,,,,
14,2564,,,,,,,,,,,,,,,,,,,,,0.9707509875297546,0.9937418103218079,0.9497401118278503,0.9935287237167358,0.9703049659729004,0.9937418103218079,0.9583110809326172,0.9937418103218079,0.9497401118278503,0.9935287237167358,0.9703049659729004,0.9563862681388855,0.9855538010597229,0.9937418103218079,0.9583110809326172
14,2564,29.271604537963867,25.241714477539062,28.904808044433594,29.29499626159668,27.433073043823242,-1.576444105921837e-06,6.733498573303223,0.042895667254924774,0.20533691346645355,0.409572958946228,2.172668218612671,0.09801674634218216,0.46306997537612915,0.03209923952817917,0.14404051005840302,0.0328976996243,0.14854657649993896,,,,,,,,,,,,,,,,,,
15,2599,,,,,,,,,,,,,,,,,,0.00019001968030352145,0.00019001968030352145,2.0475026474287006e-07,,,,,,,,,,,,,,,
15,2649,,,,,,,,,,,,,,,,,,0.00018961173191200942,0.00018961173191200942,2.0431069458481943e-07,,,,,,,,,,,,,,,
15,2699,,,,,,,,,,,,,,,,,,0.00018919607100542635,0.00018919607100542635,2.0386282528761512e-07,,,,,,,,,,,,,,,
15,2735,,,,,,,,,,,,,,,,,,,,,0.9700787663459778,0.9931185245513916,0.9521680474281311,0.9928538203239441,0.9735152721405029,0.9931185245513916,0.9569472074508667,0.9931185245513916,0.9521680474281311,0.9928538203239441,0.9735152721405029,0.9520865678787231,0.9887640476226807,0.9931185245513916,0.9569472074508667
15,2735,29.309616088867188,25.05230712890625,28.485380172729492,29.200130462646484,27.293373107910156,0.0028545090463012457,6.7396416664123535,0.04351216182112694,0.20623371005058289,0.4037642478942871,2.180490493774414,0.09860924631357193,0.4639883041381836,0.03137066587805748,0.14175808429718018,0.03369748964905739,0.14946532249450684,,,,,,,,,,,,,,,,,,
16,2749,,,,,,,,,,,,,,,,,,0.00018877274123951793,0.00018877274123951793,2.0340667106211185e-07,,,,,,,,,,,,,,,
16,2799,,,,,,,,,,,,,,,,,,0.00018834175716619939,0.00018834175716619939,2.0294227454087377e-07,,,,,,,,,,,,,,,
16,2849,,,,,,,,,,,,,,,,,,0.00018790317699313164,0.00018790317699313164,2.0246969256731973e-07,,,,,,,,,,,,,,,
16,2899,,,,,,,,,,,,,,,,,,0.0001874570152722299,0.0001874570152722299,2.0198895356315916e-07,,,,,,,,,,,,,,,
16,2906,,,,,,,,,,,,,,,,,,,,,0.9698890447616577,0.993985652923584,0.9535219669342041,0.9937993884086609,0.9712680578231812,0.993985652923584,0.960278332233429,0.993985652923584,0.9535219669342041,0.9937993884086609,0.9712680578231812,0.9577465057373047,0.9823434948921204,0.993985652923584,0.960278332233429
16,2906,29.458740234375,25.894411087036133,29.054580688476562,29.499025344848633,27.76673126220703,-1.6359325627490762e-06,6.66448450088501,0.04216625541448593,0.20279282331466675,0.40132570266723633,2.124629497528076,0.09593173116445541,0.45526060461997986,0.032074224203825,0.14353492856025696,0.03428620472550392,0.15237410366535187,,,,,,,,,,,,,,,,,,
17,2949,,,,,,,,,,,,,,,,,,0.00018700334476307034,0.00018700334476307034,2.015001001609562e-07,,,,,,,,,,,,,,,
17,2999,,,,,,,,,,,,,,,,,,0.00018654216546565294,0.00018654216546565294,2.0100317499327502e-07,,,,,,,,,,,,,,,
17,3049,,,,,,,,,,,,,,,,,,0.00018607353558763862,0.00018607353558763862,2.0049822069267975e-07,,,,,,,,,,,,,,,
17,3077,,,,,,,,,,,,,,,,,,,,,0.972288191318512,0.9943127632141113,0.9553022980690002,0.9941885471343994,0.974638819694519,0.9943127632141113,0.9615136981010437,0.9943127632141113,0.9553022980690002,0.9941885471343994,0.974638819694519,0.9593750238418579,0.9855538010597229,0.9943127632141113,0.9615136981010437
17,3077,29.514944076538086,25.6900577545166,28.876867294311523,29.4346981048584,27.51689338684082,-1.3533623359762714e-06,6.724827766418457,0.04414710775017738,0.2103026956319809,0.4016784727573395,2.1496453285217285,0.10010259598493576,0.4717000722885132,0.03119785338640213,0.14081451296806335,0.03279653564095497,0.14672116935253143,,,,,,,,,,,,,,,,,,
18,3099,,,,,,,,,,,,,,,,,,0.00018559751333668828,0.00018559751333668828,1.9998527989173454e-07,,,,,,,,,,,,,,,
18,3149,,,,,,,,,,,,,,,,,,0.00018511409871280193,0.00018511409871280193,1.9946440943385824e-07,,,,,,,,,,,,,,,
18,3199,,,,,,,,,,,,,,,,,,0.00018462336447555572,0.00018462336447555572,1.9893563774076028e-07,,,,,,,,,,,,,,,
18,3248,,,,,,,,,,,,,,,,,,,,,0.9755327701568604,0.9937602877616882,0.9545917510986328,0.993665337562561,0.9752808809280396,0.9937602877616882,0.960370659828186,0.9937602877616882,0.9545917510986328,0.993665337562561,0.9752808809280396,0.9596273303031921,0.9919742941856384,0.9937602877616882,0.960370659828186
18,3248,29.44119644165039,24.668941497802734,29.001298904418945,29.452566146850586,27.19785499572754,-1.383106564389891e-06,6.620109558105469,0.04261660948395729,0.20478104054927826,0.39662981033325195,2.149780750274658,0.09822118282318115,0.46409234404563904,0.030795525759458542,0.13833937048912048,0.03194703161716461,0.14133477210998535,,,,,,,,,,,,,,,,,,
19,3249,,,,,,,,,,,,,,,,,,0.00018412535428069532,0.00018412535428069532,1.9839900744500483e-07,,,,,,,,,,,,,,,
19,3299,,,,,,,,,,,,,,,,,,0.0001836200972320512,0.0001836200972320512,1.9785457539001072e-07,,,,,,,,,,,,,,,
19,3349,,,,,,,,,,,,,,,,,,0.00018310763698536903,0.00018310763698536903,1.9730239841919683e-07,,,,,,,,,,,,,,,
19,3399,,,,,,,,,,,,,,,,,,0.0001825880171963945,0.0001825880171963945,1.9674249074341787e-07,,,,,,,,,,,,,,,
19,3419,,,,,,,,,,,,,,,,,,,,,0.9763033390045166,0.9940938949584961,0.9558919072151184,0.9939846992492676,0.9754413962364197,0.9940938949584961,0.9616531133651733,0.9940938949584961,0.9558919072151184,0.9939846992492676,0.9754413962364197,0.9611197710037231,0.9919742941856384,0.9940938949584961,0.9616531133651733
19,3419,29.321311950683594,26.124755859375,28.96263885498047,29.23554229736328,26.595842361450195,-1.4277229638537392e-06,6.852487087249756,0.04685515537858009,0.21963796019554138,0.40731316804885864,2.1635208129882812,0.10479674488306046,0.486304372549057,0.03096478432416916,0.14088337123394012,0.033020712435245514,0.14852844178676605,,,,,,,,,,,,,,,,,,
20,3449,,,,,,,,,,,,,,,,,,0.00018206129607278854,0.00018206129607278854,1.9617493762780214e-07,,,,,,,,,,,,,,,
20,3499,,,,,,,,,,,,,,,,,,0.00018152750271838158,0.00018152750271838158,1.9559976749405905e-07,,,,,,,,,,,,,,,
20,3549,,,,,,,,,,,,,,,,,,0.00018098669534083456,0.00018098669534083456,1.9501703718560748e-07,,,,,,,,,,,,,,,
20,3590,,,,,,,,,,,,,,,,,,,,,0.975416362285614,0.9942925572395325,0.9572281837463379,0.9940469861030579,0.9760834574699402,0.9942925572395325,0.9596551656723022,0.9942925572395325,0.9572281837463379,0.9940469861030579,0.9760834574699402,0.9639498591423035,0.9871588945388794,0.9942925572395325,0.9596551656723022
20,3590,29.470760345458984,25.102989196777344,28.779401779174805,29.397335052490234,26.698829650878906,-1.7102930769397062e-06,6.783337593078613,0.045598626136779785,0.21247099339962006,0.4014328122138977,2.1978299617767334,0.10228291153907776,0.4752952456474304,0.03100559487938881,0.13875961303710938,0.03268086910247803,0.1452682465314865,,,,,,,,,,,,,,,,,,
21,3599,,,,,,,,,,,,,,,,,,0.00018043891759589314,0.00018043891759589314,1.9442678933501156e-07,,,,,,,,,,,,,,,
21,3649,,,,,,,,,,,,,,,,,,0.00017988421313930303,0.00017988421313930303,1.9382908078569017e-07,,,,,,,,,,,,,,,
21,3699,,,,,,,,,,,,,,,,,,0.0001793226256268099,0.0001793226256268099,1.9322396838106215e-07,,,,,,,,,,,,,,,
21,3749,,,,,,,,,,,,,,,,,,0.00017875421326607466,0.00017875421326607466,1.9261148054283694e-07,,,,,,,,,,,,,,,
21,3761,,,,,,,,,,,,,,,,,,,,,0.9753772616386414,0.9934831261634827,0.9558064937591553,0.9933642148971558,0.974638819694519,0.9934831261634827,0.9589501023292542,0.9934831261634827,0.9558064937591553,0.9933642148971558,0.974638819694519,0.9654088020324707,0.9855538010597229,0.9934831261634827,0.9589501023292542
21,3761,29.453540802001953,25.429500579833984,28.717023849487305,29.501625061035156,27.792722702026367,0.001872741268016398,6.488160133361816,0.0423356331884861,0.20314107835292816,0.38532668352127075,2.098289966583252,0.09639708697795868,0.45795005559921265,0.029430801048874855,0.13342277705669403,0.031052011996507645,0.13978685438632965,,,,,,,,,,,,,,,,,,
22,3799,,,,,,,,,,,,,,,,,,0.000178179019712843,0.000178179019712843,1.9199170253614284e-07,,,,,,,,,,,,,,,
22,3849,,,,,,,,,,,,,,,,,,0.0001775970886228606,0.0001775970886228606,1.9136466278268927e-07,,,,,,,,,,,,,,,
22,3899,,,,,,,,,,,,,,,,,,0.00017700849275570363,0.00017700849275570363,1.907304323367498e-07,,,,,,,,,,,,,,,
22,3932,,,,,,,,,,,,,,,,,,,,,0.9747235178947449,0.9944687485694885,0.956994354724884,0.9944687485694885,0.9743177890777588,0.9944687485694885,0.9621585607528687,0.9944687485694885,0.956994354724884,0.9944687485694885,0.9743177890777588,0.9595645666122437,0.9903692007064819,0.9944687485694885,0.9621585607528687
22,3932,29.45484161376953,26.255361557006836,29.16016960144043,29.458740234375,27.935672760009766,-1.6061883343354566e-06,6.286122798919678,0.03983293101191521,0.1943909376859665,0.3684951066970825,2.002014398574829,0.09170268476009369,0.43947240710258484,0.029627149924635887,0.13412490487098694,0.03142379969358444,0.14125339686870575,,,,,,,,,,,,,,,,,,
23,3949,,,,,,,,,,,,,,,,,,0.00017641324666328728,0.00017641324666328728,1.900890538308886e-07,,,,,,,,,,,,,,,
23,3999,,,,,,,,,,,,,,,,,,0.00017581143765710294,0.00017581143765710294,1.894405841085245e-07,,,,,,,,,,,,,,,
23,4049,,,,,,,,,,,,,,,,,,0.00017520309484098107,0.00017520309484098107,1.8878508001307637e-07,,,,,,,,,,,,,,,
23,4099,,,,,,,,,,,,,,,,,,0.00017458827642258257,0.00017458827642258257,1.881226125988178e-07,,,,,,,,,,,,,,,
